norm,agreement,class_corr,type,match,rand,init,seed,class_sim,name
153.03594349041012,1.0,0.8639825897714908,whole,True,,True,True,True,"match=True, rand=None, init=True, seed=True, class_sim=True, agreement: 1.00, class_corr: 0.86"
152.90192935342574,1.0,0.8672470076169749,whole,True,,True,True,True,"match=True, rand=None, init=True, seed=True, class_sim=True, agreement: 1.00, class_corr: 0.86"
152.7186956466038,1.0,0.8705114254624592,whole,True,,True,True,True,"match=True, rand=None, init=True, seed=True, class_sim=True, agreement: 1.00, class_corr: 0.86"
153.35579545618745,1.0,0.8574537540805223,whole,True,,True,True,True,"match=True, rand=None, init=True, seed=True, class_sim=True, agreement: 1.00, class_corr: 0.86"
152.7186956466038,1.0,0.8596300326441785,whole,True,,True,True,True,"match=True, rand=None, init=True, seed=True, class_sim=True, agreement: 1.00, class_corr: 0.86"
152.9215485142627,1.0,0.8715995647442872,whole,True,,True,True,True,"match=True, rand=None, init=True, seed=True, class_sim=True, agreement: 1.00, class_corr: 0.86"
153.37535656030275,1.0,0.8694232861806311,whole,True,,True,True,True,"match=True, rand=None, init=True, seed=True, class_sim=True, agreement: 1.00, class_corr: 0.86"
152.73179105870526,1.0,0.8694232861806311,whole,True,,True,True,True,"match=True, rand=None, init=True, seed=True, class_sim=True, agreement: 1.00, class_corr: 0.86"
152.7939789389621,1.0,0.8574537540805223,whole,True,,True,True,True,"match=True, rand=None, init=True, seed=True, class_sim=True, agreement: 1.00, class_corr: 0.86"
152.94443435444128,1.0,0.8552774755168662,whole,True,,True,True,True,"match=True, rand=None, init=True, seed=True, class_sim=True, agreement: 1.00, class_corr: 0.86"
153.11760186209813,1.0,0.8628944504896626,whole,True,,True,True,True,"match=True, rand=None, init=True, seed=True, class_sim=True, agreement: 1.00, class_corr: 0.86"
152.84632805533798,1.0,0.8661588683351469,whole,True,,True,True,True,"match=True, rand=None, init=True, seed=True, class_sim=True, agreement: 1.00, class_corr: 0.86"
152.6106156202772,1.0,0.8628944504896626,whole,True,,True,True,True,"match=True, rand=None, init=True, seed=True, class_sim=True, agreement: 1.00, class_corr: 0.86"
153.20248039767503,1.0,0.8683351468988031,whole,True,,True,True,True,"match=True, rand=None, init=True, seed=True, class_sim=True, agreement: 1.00, class_corr: 0.86"
152.84632805533798,1.0,0.8596300326441785,whole,True,,True,True,True,"match=True, rand=None, init=True, seed=True, class_sim=True, agreement: 1.00, class_corr: 0.86"
152.8037957643723,1.0,0.8596300326441785,whole,True,,True,True,True,"match=True, rand=None, init=True, seed=True, class_sim=True, agreement: 1.00, class_corr: 0.86"
153.37535656030275,1.0,0.8639825897714908,whole,True,,True,True,True,"match=True, rand=None, init=True, seed=True, class_sim=True, agreement: 1.00, class_corr: 0.86"
153.3297101021195,1.0,0.8628944504896626,whole,True,,True,True,True,"match=True, rand=None, init=True, seed=True, class_sim=True, agreement: 1.00, class_corr: 0.86"
153.05227865013967,1.0,0.8650707290533188,whole,True,,True,True,True,"match=True, rand=None, init=True, seed=True, class_sim=True, agreement: 1.00, class_corr: 0.86"
152.6925014530838,1.0,0.8650707290533188,whole,True,,True,True,True,"match=True, rand=None, init=True, seed=True, class_sim=True, agreement: 1.00, class_corr: 0.86"
152.68267747193852,1.0,0.8628944504896626,whole,True,,True,True,True,"match=True, rand=None, init=True, seed=True, class_sim=True, agreement: 1.00, class_corr: 0.86"
153.40469353966978,1.0,0.8650707290533188,whole,True,,True,True,True,"match=True, rand=None, init=True, seed=True, class_sim=True, agreement: 1.00, class_corr: 0.86"
152.85941253321627,1.0,0.8694232861806311,whole,True,,True,True,True,"match=True, rand=None, init=True, seed=True, class_sim=True, agreement: 1.00, class_corr: 0.86"
152.7088733505686,1.0,0.8672470076169749,whole,True,,True,True,True,"match=True, rand=None, init=True, seed=True, class_sim=True, agreement: 1.00, class_corr: 0.86"
153.22858741109636,1.0,0.8596300326441785,whole,True,,True,True,True,"match=True, rand=None, init=True, seed=True, class_sim=True, agreement: 1.00, class_corr: 0.86"
152.17752790737535,1.0,0.8705114254624592,whole,True,,True,True,True,"match=True, rand=None, init=True, seed=True, class_sim=True, agreement: 1.00, class_corr: 0.86"
153.29383549249462,1.0,0.8607181719260065,whole,True,,True,True,True,"match=True, rand=None, init=True, seed=True, class_sim=True, agreement: 1.00, class_corr: 0.86"
153.06534552275377,1.0,0.8683351468988031,whole,True,,True,True,True,"match=True, rand=None, init=True, seed=True, class_sim=True, agreement: 1.00, class_corr: 0.86"
153.37209654953537,1.0,0.8639825897714908,whole,True,,True,True,True,"match=True, rand=None, init=True, seed=True, class_sim=True, agreement: 1.00, class_corr: 0.86"
152.34500319997372,1.0,0.8585418933623504,whole,True,,True,True,True,"match=True, rand=None, init=True, seed=True, class_sim=True, agreement: 1.00, class_corr: 0.86"
153.08494374039532,1.0,0.8650707290533188,whole,True,,True,True,True,"match=True, rand=None, init=True, seed=True, class_sim=True, agreement: 1.00, class_corr: 0.86"
155.983973535745,1.0,0.8618063112078346,whole,True,,True,True,True,"match=True, rand=None, init=True, seed=True, class_sim=True, agreement: 1.00, class_corr: 0.86"
152.97058540778355,1.0,0.8639825897714908,whole,True,,True,True,True,"match=True, rand=None, init=True, seed=True, class_sim=True, agreement: 1.00, class_corr: 0.86"
152.50573759698355,1.0,0.8607181719260065,whole,True,,True,True,True,"match=True, rand=None, init=True, seed=True, class_sim=True, agreement: 1.00, class_corr: 0.86"
152.53851972534676,1.0,0.8683351468988031,whole,True,,True,True,True,"match=True, rand=None, init=True, seed=True, class_sim=True, agreement: 1.00, class_corr: 0.86"
152.4073489041785,1.0,0.8694232861806311,whole,True,,True,True,True,"match=True, rand=None, init=True, seed=True, class_sim=True, agreement: 1.00, class_corr: 0.86"
153.46009253222806,1.0,0.8737758433079434,whole,True,,True,True,True,"match=True, rand=None, init=True, seed=True, class_sim=True, agreement: 1.00, class_corr: 0.86"
153.29383549249462,1.0,0.8520130576713819,whole,True,,True,True,True,"match=True, rand=None, init=True, seed=True, class_sim=True, agreement: 1.00, class_corr: 0.86"
152.50573759698355,1.0,0.8661588683351469,whole,True,,True,True,True,"match=True, rand=None, init=True, seed=True, class_sim=True, agreement: 1.00, class_corr: 0.86"
