2015233 1318919 {'weight': 1.0}
2015233 2015571 {'weight': 1.0}
2015233 1483318 {'weight': 1.0}
2015233 738760 {'weight': 1.0}
2015233 386671 {'weight': 2.0}
2015233 1312678 {'weight': 19.0}
2015233 60061 {'weight': 1.0}
2015233 1674019 {'weight': 1.0}
2015233 1617129 {'weight': 1.0}
2015233 1404567 {'weight': 1.0}
2015233 1732448 {'weight': 8.0}
2015233 1357597 {'weight': 2.0}
2015233 1283875 {'weight': 1.0}
2015233 1562433 {'weight': 2.0}
2015233 1956009 {'weight': 1.0}
2015233 1351307 {'weight': 1.0}
1318919 2294784 {'weight': 1.0}
1318919 463617 {'weight': 1.0}
1318919 1365661 {'weight': 2.0}
1318919 261398 {'weight': 1.0}
2015241 1736887 {'weight': 2.0}
2015241 2015571 {'weight': 1.0}
2015241 1294765 {'weight': 1.0}
2015241 386671 {'weight': 2.0}
2015241 1312678 {'weight': 16.0}
2015241 1674019 {'weight': 1.0}
2015241 1308347 {'weight': 1.0}
2015241 1357597 {'weight': 1.0}
1769485 1860656 {'weight': 1.0}
1064990 1335507 {'weight': 1.0}
1064990 1345461 {'weight': 11.0}
1064990 854174 {'weight': 1.0}
1064990 1116504 {'weight': 2.0}
1064990 1321672 {'weight': 1.0}
1064990 1346362 {'weight': 1.0}
1064990 1338468 {'weight': 5.0}
1064990 1732448 {'weight': 2.0}
1064990 1339608 {'weight': 3.0}
1064990 1430426 {'weight': 1.0}
1064990 1340805 {'weight': 1.0}
1064990 1343467 {'weight': 4.0}
139303 1688689 {'weight': 2.0}
139303 370978 {'weight': 1.0}
139303 60061 {'weight': 1.0}
139303 1412560 {'weight': 2.0}
139303 1322922 {'weight': 1.0}
139303 1307247 {'weight': 1.0}
139303 1348484 {'weight': 3.0}
139303 193819 {'weight': 1.0}
139303 1652177 {'weight': 2.0}
139303 1947528 {'weight': 1.0}
139303 759694 {'weight': 2.0}
139303 161743 {'weight': 1.0}
139303 1350523 {'weight': 1.0}
139303 1613646 {'weight': 3.0}
1728563 1607477 {'weight': 2.0}
1318965 320687 {'weight': 1.0}
1318965 1271721 {'weight': 1.0}
1318965 1345703 {'weight': 2.0}
1318965 1280537 {'weight': 1.0}
1318965 1732420 {'weight': 1.0}
1318965 1281939 {'weight': 1.0}
1318965 1367741 {'weight': 1.0}
1278006 1726348 {'weight': 1.0}
1278006 1646209 {'weight': 1.0}
1466424 1647016 {'weight': 2.0}
1466424 135113 {'weight': 1.0}
1466424 1669116 {'weight': 2.0}
1458234 117385 {'weight': 1.0}
1294400 1075760 {'weight': 1.0}
1065030 386671 {'weight': 1.0}
1065030 445828 {'weight': 1.0}
1065030 955370 {'weight': 1.0}
1065030 1848592 {'weight': 1.0}
1065030 1390541 {'weight': 1.0}
1318986 1335708 {'weight': 2.0}
1318986 1356253 {'weight': 2.0}
1318986 1276147 {'weight': 1.0}
1318986 1285069 {'weight': 1.0}
1294413 1402559 {'weight': 1.0}
1294413 1075718 {'weight': 1.0}
1294413 1077241 {'weight': 2.0}
1294413 1077309 {'weight': 3.0}
1294413 1332516 {'weight': 1.0}
1294413 1317675 {'weight': 1.0}
24659 1328854 {'weight': 1.0}
24659 35154 {'weight': 1.0}
24659 346796 {'weight': 9.0}
24659 37580 {'weight': 1.0}
1278038 1417265 {'weight': 1.0}
1278038 1417326 {'weight': 1.0}
1278038 2033694 {'weight': 1.0}
1278038 1848592 {'weight': 1.0}
1278038 1333311 {'weight': 1.0}
1278038 261398 {'weight': 1.0}
1376350 1827444 {'weight': 1.0}
1024095 1311006 {'weight': 1.0}
1024095 1860886 {'weight': 2.0}
1024095 331495 {'weight': 1.0}
1024095 801132 {'weight': 1.0}
1278051 183077 {'weight': 1.0}
1278051 1363316 {'weight': 1.0}
